Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Information,,,,,,,,Chromatogram Peak Areas,,,,,,,,Chlorophylls,,,,Carotenoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sample
ID",Treatment,Tree Species,Month,Extraction Date,"Leaf Weight
(g)","Extraction
Volume
(ml)","HPLC 
Injection Volume
(µl)","Violaxanthin
HPLC Peak Area
(mAU*sec)","Neoxanthin
HPLC Peak Area
(mAU*sec)","Antheraxanthin
HPLC Peak Area
(mAU*sec)","Lutein
HPLC Peak Area
(mAU*sec)","Zeaxanthin
HPLC Peak Area
(mAU*sec)","Chlorophyll B
HPLC Peak Area
(mAU*sec)","Chlorophyll A
HPLC Peak Area
(mAU*sec)","Beta Carotene
HPLC Peak Area
(mAU*sec)","Chlorophyll B
Concentration
(µmol/g)","Chlorophyll A
Concentration
(µmol/g)","Chlorophyll Pool
(µmol/g)","Chlorophyll 
a/b 
Ratio","Violaxanthin
Concentration
(µmol/g)","Neoxanthin
Concentration
(µmol/g)","Antheraxanthin
Concentration
(µmol/g)","Lutein
Concentration
(µmol/g)","Zeaxanthin
Concentration
(µmol/g)","Beta Carotene
Concentration
(µmol/g)","Total Carotenoids/ChlA+ChlB
(mol/mol)","V+A+Z
(µmol/g)","V+A+Z /ChlA+ChlB
(mol/mol)",Z/V+A+Z,Z+A/V+A+Z,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S9B1R1D,D,Spruce,November,180119,0.0265,0.72,40,32.1,57.9,43.7,628.7,174.5,468.3,857.5,171.5,0.198011377,0.56381434,0.761825717,2.847383555,0.006804958,0.019101756,0.010908509,0.097109239,0.063140026,0.06186814,0.339884337,0.080853494,0.106131221,0.780918964,0.915835947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S3B1R1,L,Spruce,November,180531,0.0233,0.70,40,20.1,38.4,20.7,464.2,183.4,345.1,698.8,137.5,0.161349061,0.508054592,0.669403653,3.148791748,0.004711638,0.014008172,0.0057136,0.079282571,0.07337771,0.054848042,0.346490091,0.083802948,0.125190456,0.875598193,0.943777176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S3B2R1,L,Spruce,November,180119,0.0247,0.77,40,35.5,56.5,18.3,541.2,151,524.5,903.3,166.5,0.254459476,0.681461223,0.935920699,2.678073667,0.008634872,0.021387023,0.005241339,0.095914006,0.062689301,0.068916676,0.280775086,0.076565511,0.081807691,0.818766827,0.887222434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S3B2R1,L,Spruce,November,180531,0.0255,0.71,40,50.1,70.2,37,684.9,187.8,500.1,998.1,195.2,0.216697743,0.672523694,0.889221437,3.103510382,0.010884029,0.023733588,0.009464926,0.108411612,0.069636424,0.072162952,0.330956406,0.089985379,0.101195693,0.773863763,0.8790467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S9B1R1,L,Spruce,November,180531,0.0240,0.74,40,35.8,51.6,37.1,557.3,175.5,409.2,759.4,127.9,0.196352063,0.566638967,0.762991029,2.885831498,0.00861266,0.019318718,0.010509734,0.097687724,0.072064322,0.052360928,0.341490365,0.091186716,0.119512173,0.790294082,0.905549185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171108 S9B2R1,L,Spruce,November,180531,0.0264,0.68,40,24.8,36.4,33.7,501.5,220.6,296.8,696.9,126.8,0.118972955,0.434401,0.553373955,3.651258403,0.004984142,0.011384514,0.007975028,0.073435557,0.075671649,0.04336512,0.3918074,0.08863082,0.160164423,0.853784825,0.943765132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P2B1R1D,D,Pine,January,180604,0.0228,0.72,40,19.5,58.5,34.5,484.6,187.7,377.4,688.7,177.2,0.185472237,0.526311789,0.711784026,2.837685027,0.004804697,0.022431671,0.010009539,0.086998453,0.078937729,0.074298095,0.389837611,0.093751966,0.131714063,0.841984787,0.948750969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P2B1R2D,D,Pine,January,180604,0.0265,0.74,40,20.1,62.3,42.1,544.6,299.2,355,755.5,163,0.154274292,0.510546943,0.664821236,3.309345551,0.004379411,0.021124284,0.010801033,0.086455764,0.111267964,0.060435172,0.442921513,0.126448408,0.19019911,0.879947529,0.965366027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P9B1R1D,D,Pine,January,180604,0.0226,0.73,40,31.3,77.4,42.1,685.8,278,552.8,1016.1,242.4,0.277882898,0.794266487,1.072149385,2.858277684,0.007888466,0.030357325,0.01249378,0.125933818,0.119586436,0.1039593,0.373286717,0.139968682,0.130549608,0.854379953,0.94364121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P9B1R2D,D,Pine,January,180606,0.0254,0.75,40,46.2,71.7,62.5,788.4,281.8,626.8,1209,285.1,0.288028789,0.863911417,1.151940207,2.999392593,0.010643962,0.025707202,0.016955278,0.132344114,0.110813135,0.111774072,0.354391453,0.138412375,0.120155867,0.800601357,0.923099639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 P10B1R1D,D,Pine,January,180606,0.0245,0.75,40,17.3,43.3,43.3,490.4,262.5,300.2,641,173.9,0.143016199,0.474863265,0.617879464,3.320346008,0.00413214,0.016095008,0.012178125,0.085344612,0.107015625,0.070682365,0.478164257,0.12332589,0.199595386,0.867746624,0.966494138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 P10B1R2D,D,Pine,January,180604,0.0263,0.70,40,28.4,80.1,21.1,686.6,326.3,522.2,984.8,193.9,0.216300998,0.634316046,0.850617044,2.932561806,0.005897859,0.025887071,0.005159672,0.103890673,0.115659702,0.068523007,0.382096723,0.126717234,0.148970956,0.912738536,0.953456534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P2B1R1,L,Pine,January,180604,0.0235,0.73,40,14.4,45.2,24.4,449.3,288.1,290.5,657.7,132.9,0.140436662,0.494422477,0.634859139,3.520608285,0.003490208,0.017049103,0.006963734,0.079345424,0.119184825,0.054814605,0.442378288,0.129638766,0.204200835,0.919360991,0.973077438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P2B1R2,L,Pine,January,180604,0.0231,0.73,40,20.3,56.1,33.4,494.7,297.5,347.8,759.3,168.6,0.171048718,0.580683714,0.751732432,3.394844011,0.005005422,0.021526918,0.009697386,0.088875746,0.125204678,0.07074321,0.42708462,0.139907486,0.18611341,0.894910496,0.964223344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P9B1R1,L,Pine,January,180606,0.0248,0.78,40,28.7,61,53.1,660.7,222.4,544.2,957.1,228.5,0.266367248,0.728476597,0.994843845,2.734857991,0.007043015,0.023295974,0.015343866,0.118134758,0.093153765,0.095421324,0.35421911,0.115540645,0.116139478,0.806242378,0.939042969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180127 P9B1R2,L,Pine,January,180604,0.0237,0.72,40,33.3,107.8,63,870.7,293.8,688.8,1281.9,296.8,0.325654177,0.942439899,1.268094076,2.893989897,0.007893365,0.039765919,0.017584177,0.150377605,0.118866273,0.119719352,0.358180595,0.144343815,0.113827371,0.823494053,0.945315533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 P10B1R1,L,Pine,January,180606,0.0226,0.75,40,24.9,48.1,31.4,575.3,287.2,370.8,775.5,235.7,0.191501383,0.622801991,0.814303374,3.252206236,0.00644742,0.019382331,0.0095737,0.108536963,0.126928739,0.103855313,0.460177961,0.142949859,0.175548651,0.887924898,0.954897334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 P10B1R2,L,Pine,January,180604,0.0259,0.75,40,16.1,41,29.9,500.7,340.9,267.9,626,171.4,0.120729549,0.438683398,0.559412946,3.633604219,0.003637652,0.014416289,0.007954814,0.082427013,0.131465321,0.065900487,0.546647298,0.143057787,0.255728417,0.918966549,0.974572149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S3B2R1D,D,Spruce,January,180606,0.0274,0.75,40,21.5,30.7,62.6,519.7,278.4,204.6,697.3,125.9,0.297036439,0.461897628,0.758934067,1.55502008,0.0045918,0.010203688,0.015742815,0.04332219,0.07458286,0.045756494,0.255885005,0.094917475,0.125066826,0.785765324,0.951623242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S9B1R1D,D,Spruce,January,180606,0.0261,0.76,40,50.3,69.8,98.8,760.5,222.9,504.9,1029.9,199.3,0.228800948,0.725744092,0.95454504,3.171945298,0.011428121,0.024679515,0.026431839,0.125893345,0.086438229,0.077054267,0.368683825,0.124298189,0.130217207,0.695410201,0.908058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S9B1R2D,D,Spruce,January,180606,0.0251,0.74,40,34.9,63.4,59.3,621.7,204.8,424.3,888.7,167.4,0.194675095,0.634057355,0.828732449,3.257002935,0.008028182,0.022696316,0.016062385,0.104200388,0.08041011,0.06552843,0.358289109,0.104500677,0.126097002,0.769469749,0.923175791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S3B1R1,L,Spruce,January,180606,0.0244,0.76,40,29.1,59.3,29.3,615.9,270.9,405.5,956.5,174.8,0.196559477,0.720981475,0.917540953,3.668006675,0.007072135,0.022427795,0.008384723,0.109059735,0.112371318,0.072290546,0.361407577,0.127828177,0.139316045,0.879080977,0.94467468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S3B2R1,L,Spruce,January,180606,0.0257,0.75,40,16.9,32.3,28,422.7,278.9,204.5,666.3,116.7,0.092875426,0.470558171,0.563433597,5.066551978,0.00384812,0.011445606,0.007507296,0.070127904,0.108392532,0.045218412,0.437566858,0.119747947,0.212532494,0.905172355,0.967864834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S9B1R1,L,Spruce,January,180604,0.0259,0.74,40,33.9,81.6,46.6,679.3,270.7,445.5,963.6,187.6,0.198088393,0.666260571,0.864348964,3.36345084,0.007557279,0.028309371,0.0122325,0.110337729,0.10300135,0.0711674,0.384804798,0.122791129,0.142061984,0.838833808,0.938454197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180129 S9B1R2,L,Spruce,January,180604,0.0269,0.73,40,18.5,40,29.4,496.2,259.5,278.8,707.3,128.7,0.117745065,0.464504156,0.582249221,3.944998934,0.003917203,0.013180706,0.007330191,0.076552223,0.093784409,0.046373026,0.414148701,0.105031803,0.18038977,0.892914401,0.9627046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 P10B1R1D,D,Pine,March,180606,0.0243,0.71,40,25.6,56.3,35.2,672,284.6,558.2,1010.8,226.9,0.25381733,0.714714634,0.968531964,2.815862231,0.005836142,0.019974163,0.009449136,0.111622519,0.110741315,0.088024361,0.356877881,0.126026592,0.130121253,0.878713872,0.95369119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 P10B1R2D,D,Pine,March,180619,0.0256,0.72,40,19.7,41,38.9,593.7,299.4,426.5,883.6,239.4,0.186677051,0.60140025,0.788077301,3.221607838,0.004323073,0.01400182,0.010051699,0.094927064,0.112141673,0.089399067,0.412198647,0.126516445,0.160538116,0.886380211,0.965829955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P2B1R1D,D,Pine,March,180622,0.0262,0.73,40,27,43.5,48.8,482.6,253.4,369.3,783.6,164.7,0.160132779,0.52836174,0.68849452,3.299522705,0.005869743,0.014716988,0.012492195,0.076443287,0.094026633,0.060930042,0.384140877,0.112388571,0.163238149,0.83662095,0.947772774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P2B1R2D,D,Pine,March,180622,0.0252,0.70,40,23.6,54.2,24.5,619,422.5,437.4,939.5,150,0.189084375,0.631552778,0.820637153,3.340057991,0.005114972,0.018281208,0.006252604,0.097750417,0.15629566,0.055322917,0.413115317,0.167663236,0.20430861,0.932199946,0.969492583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P9B1R1D,D,Pine,March,180619,0.0240,0.76,40,30.3,33.2,50.3,435.7,246.6,358.5,701.4,167.5,0.176673281,0.5375062,0.714179481,3.042374015,0.007486499,0.012765815,0.014634156,0.078436893,0.103996358,0.070426073,0.402904032,0.126117013,0.176590081,0.824602133,0.940638471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P9B1R2D,D,Pine,March,180606,0.0263,0.78,40,31.9,55.2,56.8,547.6,287.9,409.4,841.7,247.8,0.188958337,0.604103772,0.793062108,3.19702101,0.007381818,0.019878611,0.01547692,0.092327859,0.113711195,0.097579023,0.43673178,0.136569933,0.172205848,0.832622472,0.945948442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 P10B1R1,L,Pine,March,180606,0.0234,0.75,40,14.1,21.1,55.3,363.9,242.2,206.1,523.1,143.4,0.102802284,0.405737821,0.508540104,3.946778282,0.00352613,0.008211755,0.016284255,0.066306779,0.103381362,0.061025433,0.508781335,0.123191747,0.242245883,0.839190651,0.971376899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P2B1R1,L,Pine,March,180619,0.0255,0.72,40,15.2,27.4,49.1,465.7,337.4,283.4,692.9,178.8,0.124529294,0.473454494,0.597983788,3.801952765,0.003348649,0.009394009,0.012737118,0.074753068,0.126870339,0.067031068,0.491876632,0.142956106,0.239063514,0.88747758,0.976575681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P2B1R2,L,Pine,March,180619,0.0230,0.70,40,26.1,34.5,51.7,508.3,361.2,333.5,792.3,205.9,0.157959375,0.583546174,0.741505549,3.694280089,0.006197899,0.012749625,0.014456332,0.08794695,0.146399857,0.083203742,0.473299768,0.167054087,0.225290407,0.876362017,0.962898849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P9B1R1,L,Pine,March,180619,0.0246,0.72,40,16.2,37.2,38.8,436.8,255.1,310,310,655.2,0.14120122,0.219570732,0.360771951,1.55502008,0.003699527,0.013220517,0.010433415,0.072679259,0.099433002,0.254617112,1.258642281,0.113565944,0.314785957,0.875552996,0.967423977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180315 P9B1R2,L,Pine,March,180622,0.0253,0.72,40,34,49.6,73.3,613.9,275.9,452,896.7,253.1,0.20018419,0.617553391,0.817737581,3.084925898, ,0.017139643,0.019165198,0.09932077,0.104565009,0.095635786,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S3B1R1D,D,Spruce,March,180619,0.0258,0.71,40,18.5,27.6,64.2,550.1,285.9,252.6,745.1,141,0.10818109,0.496213496,0.604394586,4.586878313,0.003972319,0.009222652,0.016231962,0.086061866,0.104779303,0.051519788,0.449686175,0.124983584,0.206791369,0.838344518,0.968217272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S3B2R1D,D,Spruce,March,180619,0.0257,0.76,40,11.9,22.1,38.2,411.7,190.5,111.4,509.1,122,0.05126784,0.364333354,0.415601195,7.106469685,0.002745751,0.00793562,0.010378658,0.069213658,0.075023644,0.047902327,0.512990965,0.088148053,0.212097689,0.851109486,0.968850686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S9B1R1D,D,Spruce,March,180619,0.0269,0.71,40,22.4,41.8,53.7,665.8,273.6,382.4,807.4,164.1,0.157073643,0.515715494,0.672789138,3.283272,0.004613047,0.013396473,0.013022,0.099903414,0.096171163,0.057508357,0.423036636,0.11380621,0.169155838,0.84504319,0.959465772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S9B2R1D,D,Spruce,March,180619,0.0253,0.72,40,17.7,27.6,45.5,503.9,259.9,244.1,722.8,134.2,0.10810832,0.497789217,0.605897538,4.604541229,0.00393024,0.009537382,0.011896542,0.081524248,0.098501073,0.050708504,0.422675407,0.114327854,0.188691729,0.861566709,0.96562308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S3B1R1,L,Spruce,March,180619,0.0255,0.73,40,13.3,30.5,17.8,494.4,311.6,263.3,712.6,138.4,0.117304022,0.493678102,0.610982124,4.208535166,0.002970764,0.010602069,0.004681662,0.080462146,0.118796278,0.052605976,0.442106051,0.126448703,0.206959743,0.939481978,0.976506176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S3B2R1,L,Spruce,March,180619,0.0254,0.74,40,5.8,12.8,20.5,326.2,276.2,105.5,573.9,101.2,0.047833243,0.404622094,0.452455338,8.459014446,0.001318438,0.004528101,0.00548718,0.054027196,0.107162881,0.03914667,0.467826212,0.1139685,0.25188895,0.940285094,0.988431556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180314 S9B2R1,L,Spruce,March,180622,0.0234,0.71,40,14.5,30.7,18.9,496.2,295.7,251.5,251.5,644.6,0.118757171,0.184669786,0.303426958,1.55502008,0.003432767,0.011310687,0.005268678,0.085591319,0.119485862,0.259686338,1.597668363,0.128187307,0.422465121,0.932119297,0.973220698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 P10B1R1D,D,Pine,April,180622,0.0238,0.74,40,37.3,60.2,57.5,684.9,276.4,560.4,1002.6,283.1,0.271164139,0.754393311,1.02555745,2.782054127,0.009048933,0.022727903,0.016425551,0.121063269,0.114449924,0.116872125,0.390604842,0.139924408,0.136437416,0.817941095,0.935329846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 P10B1R2D,D,Pine,April,180627,0.0274,0.72,40,33.4,109.6,25.5,910.9,454.7,631.9,1146.6,255.4,0.258410201,0.729137168,0.987547369,2.821626878,0.006847975,0.0349704,0.006156296,0.136076492,0.159121767,0.089108501,0.43773235,0.172126038,0.174296488,0.924449136,0.960215344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P2B1R1D,D,Pine,April,180627,0.0276,0.74,40,25.4,61.9,79.7,695.4,322.4,420.1,857.9,172.7,0.175289008,0.556640333,0.731929341,3.17555755,0.005313616,0.020152151,0.019632622,0.105995589,0.115117242,0.061479636,0.447708319,0.14006348,0.191362024,0.821893345,0.962062805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P9B1R1D,D,Pine,April,180627,0.0259,0.75,40,46.1,87.2,90.8,761.1,259.4,562.1,1072.6,205.1,0.253311233,0.751648263,1.004959496,2.967291475,0.010415886,0.030660985,0.024157095,0.125294986,0.100035507,0.078857584,0.367598936,0.134608487,0.133944191,0.743158987,0.922620885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
