"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"North Dakota","Burke",63721,2245,2,890.86859688196,2.4,6.9,29.5,41.3,22.3
"North Dakota","Burleigh",58173,90503,39,430.924941714639,2.6,6,23.3,35.6,35.1
"North Dakota","Cass",56070,167005,70,419.149127271639,2.3,5.5,19.7,35.4,39.4
"North Dakota","Divide",48574,2432,1,411.184210526316,1.3,5.8,36.7,39,18.4
"North Dakota","Dunn",60338,4399,1,227.324391907252,1.6,9.9,35,34.2,21
"North Dakota","Eddy",54013,2377,1,420.698359276399,4.9,10,31,34.7,24.3
"North Dakota","Emmons",49489,3422,1,292.226767971946,4.8,12.9,36,34.6,16.5
"North Dakota","Foster",62928,3362,1,297.441998810232,2.6,7.8,28.3,39.8,24.1
"North Dakota","Grand Forks",51494,70138,11,156.833670763352,2.3,5.1,23.2,37.1,34.5
"North Dakota","Grant",38371,2361,1,423.549343498518,2.6,8.8,37.3,36.4,17.4
"North Dakota","McHenry",52233,5988,1,167.000668002672,3.9,10.1,34.1,35.9,19.8
"North Dakota","McIntosh",59596,2801,1,357.015351660121,2.7,19.9,29.7,33.6,16.8
"North Dakota","McKenzie",62549,10996,5,454.710803928701,1.7,8.2,28.8,36.8,26.1
"North Dakota","McLean",54518,9578,2,208.811860513677,3.3,8.2,34.1,37.2,20.5
"North Dakota","Morton",52153,29822,18,603.581248742539,3.3,8.4,30.6,34.7,26.3
"North Dakota","Mountrail",58955,9782,20,2044.57166223676,1.6,9,31.8,38.6,20.6
"North Dakota","Oliver",48290,1850,1,540.540540540541,4.1,10.3,31.7,39.4,18.7
"North Dakota","Pierce",52070,4404,2,454.132606721163,3.2,8.1,35.4,37.3,19.2
"North Dakota","Ramsey",47425,11564,3,259.425804219993,2.9,8.2,28.9,36.8,26.1
"North Dakota","Sioux",27662,4422,1,226.142017186793,4.1,16,32.2,35.6,16.2
"North Dakota","Slope",49476,765,3,3921.56862745098,2.3,10.7,28,34.7,26.5
"North Dakota","Stark",61032,30372,25,823.126563940471,2.4,8.2,33,35.9,22.9
"North Dakota","Walsh",48945,10970,3,273.473108477666,3.2,14.1,33.9,35.2,16.8
"North Dakota","Ward",55214,69384,16,230.600714862216,2.9,6.6,31.1,34,28.3
"North Dakota","Williams",68874,32130,5,155.617802676626,2,7.9,26.4,40.8,24.8
"Ohio","Adams",34632,28129,2,71.1009989690355,7.1,20.8,43.6,22.6,12.9
"Ohio","Allen",42816,105040,22,209.444021325209,4.5,10.4,38.5,33.2,17.8
"Ohio","Ashland",38441,53035,3,56.5664184029415,4.6,11.4,42.8,24.8,21.1
"Ohio","Ashtabula",38461,99175,18,181.4973531636,5.3,14,44.4,27.4,14.1
"Ohio","Athens",33274,64713,3,46.3585369245747,5.8,10.4,34.9,25,29.7
"Ohio","Auglaize",49578,45841,8,174.516262734234,3.3,6.8,43.7,30.6,18.9
"Ohio","Belmont",42429,69461,25,359.914196455565,5.5,9.6,42.7,31.5,16.2
"Ohio","Brown",37259,44116,4,90.6700516819295,5.4,12.6,46.1,27.1,14.2
"Ohio","Butler",47408,374158,92,245.885428081185,4.1,9.7,32.8,27.8,29.8
"Ohio","Carroll",39698,28187,9,319.296129421364,5.3,11.3,47.9,27.2,13.6
"Ohio","Champaign",41055,39128,5,127.785728889798,3.8,9.3,47.5,28.2,14.9
"Ohio","Clark",40769,136554,11,80.5542129853391,4.6,12.5,36.8,32.1,18.6
"Ohio","Clermont",53770,201560,22,109.148640603294,4.1,9.8,33,29.2,28
"Ohio","Clinton",45728,41835,9,215.130871280029,5.3,11.5,39.7,30.2,18.7
"Ohio","Columbiana",38013,105686,59,558.257479704029,5.2,12.2,45.1,27.9,14.8
"Ohio","Coshocton",34856,36516,10,273.85255778289,6.2,15.8,48.4,23.4,12.5
"Ohio","Crawford",38704,42480,9,211.864406779661,5.2,9.7,45.8,29.7,14.8
"Ohio","Cuyahoga",54739,1259828,911,723.114583895579,5.2,10.7,28,29.5,31.9
"Ohio","Darke",42793,52196,34,651.390911180933,3.9,9.3,48.6,27.4,14.7
"Ohio","Defiance",41540,38510,9,233.705531030901,4.4,8,44,31.3,16.7
"Ohio","Delaware",74093,189113,77,407.163970747648,3.4,3.3,18.8,23.5,54.4
"Ohio","Erie",62591,75828,10,131.877406762673,5.6,8.1,37.8,31.4,22.7
"Ohio","Fairfield",46113,150381,59,392.336797866752,4,7.6,33.6,31.5,27.2
"Ohio","Fayette",38449,28800,2,69.4444444444444,4.1,13.9,47.2,22.8,16.1
"Ohio","Franklin",50443,1231393,703,570.898161675436,3.8,9,24.8,26.9,39.3
"Ohio","Fulton",45594,42580,5,117.426021606388,4.4,8.8,41.4,32.6,17.2
"Ohio","Gallia",39864,30397,4,131.591933414482,6.1,18.2,40.7,25.8,15.3
"Ohio","Geauga",69129,94295,41,434.805663078636,4.3,9.5,25.1,27.3,38.1
"Ohio","Greene",50291,163820,20,122.085215480405,4,6.6,24.4,30,39
"Ohio","Guernsey",39878,39590,1,25.2589037635767,5.5,14.1,44.1,27.7,14.2
"Ohio","Hamilton",59561,806631,411,509.526660889552,4.1,9,26.4,27.5,37.1
"Ohio","Hancock",51623,75337,15,199.105353279265,3.4,7.7,36.2,29.4,26.7
"Ohio","Hardin",33482,31796,2,62.9009938357026,4.4,10.5,48.4,24.5,16.6
"Ohio","Highland",36326,43045,6,139.389011499593,5.5,15.8,45.4,26.2,12.6
"Ohio","Holmes",45211,43898,2,45.5601621941774,3.3,42.4,33.2,15.5,8.9
"Ohio","Huron",40323,58714,10,170.317130496985,5.9,11.8,46.6,28.1,13.6
"Ohio","Jefferson",39311,67694,15,221.585369456673,6.3,9.7,43.4,31.6,15.3
"Ohio","Knox",42162,61167,7,114.440793238184,4.3,9.3,40,27.9,22.8
"Ohio","Lake",50729,229230,92,401.343628669895,4.7,8,31.9,32.2,27.9
"Ohio","Lawrence",38673,61623,9,146.049364685264,5.6,13.5,43.5,28.6,14.3
"Ohio","Licking",46059,169390,61,360.115709309877,4,8.8,34.8,30.3,26.2
"Ohio","Logan",42914,45507,5,109.873206319907,3.7,8.7,49,26.3,16
"Ohio","Lorain",46147,304216,116,381.30801798722,5.4,10.3,31.5,34.1,24
"Ohio","Lucas",46290,435286,347,797.177028436476,5.3,10.8,29.7,33.2,26.3
"Ohio","Madison",41751,43918,18,409.854729268182,3.8,13,41.5,28.6,16.9
"Ohio","Mahoning",43097,233204,300,1286.42733400799,5.9,9.1,38,28.8,24.1
"Ohio","Marion",38252,65720,28,426.049908703591,4.4,12.4,43.4,31.1,13.1
"Ohio","Medina",55691,176029,88,499.917627209153,4.3,5.1,31.6,30,33.3
"Ohio","Meigs",34067,23331,1,42.8614290000429,7.3,17.2,41.8,28.2,12.8
"Ohio","Mercer",51562,40831,8,195.929563321986,2.8,8.3,46.5,28.4,16.7
"Ohio","Miami",47552,103900,101,972.088546679499,3.9,9.8,36.8,30.8,22.6
"Ohio","Monroe",34665,14465,2,138.264777048047,7.8,11.9,52.2,24,11.9
"Ohio","Montgomery",46891,533116,132,247.600897365677,4.5,9.9,28.1,34.6,27.4
"Ohio","Morgan",33180,14843,1,67.371825102742,6,13.5,45.6,29.5,11.3
"Ohio","Morrow",38666,35152,6,170.687300864816,4.5,13.4,44.5,28.6,13.5
"Ohio","Muskingum",40614,85818,6,69.9154023631406,5.3,12.7,42.1,29.7,15.5
"Ohio","Ottawa",51637,41154,5,121.494872916363,6.3,8,35.5,34.1,22.4
"Ohio","Paulding",41032,18989,1,52.6620675127706,4.1,10.7,48.8,26.4,14.1
"Ohio","Perry",37187,35812,4,111.694404110354,5.6,14.3,44.9,28.5,12.3
"Ohio","Pickaway",41131,56876,31,545.045361839792,4.3,12.8,41,27.7,18.6
"Ohio","Pike",37443,28256,1,35.3907134767837,6.5,19,40.4,26.8,13.8
"Ohio","Portage",44055,161882,101,623.911243992538,4.6,7.9,36.3,27.2,28.7
"Ohio","Preble",40607,41586,7,168.325878901553,4.1,10.6,43.6,29.9,15.8
"Ohio","Richland",39234,121942,20,164.01239933739,4.9,13.2,39.8,29.2,17.8
"Ohio","Ross",36941,77159,9,116.642258194119,4.6,13.3,42.3,27.7,16.6
"Ohio","Sandusky",41624,60179,5,83.0854617059107,4.5,9.8,42.3,31.9,16
"Ohio","Scioto",39080,77258,1,12.9436433767377,6.8,15.2,42,27.9,15
"Ohio","Seneca",39681,55669,6,107.779913416803,4.4,8.8,46.1,29.9,15.2
"Ohio","Shelby",46188,48951,18,367.714653428939,3.8,9.9,42.5,30.2,17.4
"Ohio","Stark",45136,375736,110,292.758745502161,4.9,8.7,37.8,30.8,22.8
"Ohio","Summit",51036,541943,199,367.197288275704,4.7,8.4,30.6,28.9,32.1
"Ohio","Trumbull",41363,205175,110,536.12769586938,6.2,10.9,44.9,25.7,18.5
"Ohio","Tuscarawas",43358,92788,23,247.876880631116,4.6,14.1,45.7,24.3,15.8
"Ohio","Union",55470,53776,8,148.765248437965,3.5,7.4,34.1,25.4,33
"Ohio","Van Wert",42638,28462,2,70.2691307708524,3.5,9,46.1,28.7,16.2
"Ohio","Warren",59799,221659,45,203.014540352523,3.9,6.5,25.9,25.3,42.3
"Ohio","Washington",43396,61213,27,441.082776534396,5.6,9.1,41.8,29.9,19.2
"Ohio","Wayne",44039,115537,29,251.001843565265,3.6,14,39.4,24.7,21.9
"Ohio","Williams",41712,37291,1,26.8161218524577,3.6,10.5,43.4,31.1,15
"Ohio","Wood",47694,129590,38,293.23250250791,4,5.9,31.1,29.9,33.1
"Ohio","Wyandot",45588,22353,5,223.683621885206,3.2,9.1,46.2,28.9,15.7
"Oklahoma","Adair",28862,22186,25,1126.83674389254,4.2,19.8,45.6,23.1,11.6
"Oklahoma","Atoka",32379,13796,1,72.4847781965787,4.1,17.3,40.6,27.1,15
"Oklahoma","Beaver",49106,5486,1,182.2821728035,2,15.8,36,28.5,19.7
"Oklahoma","Beckham",37948,23691,1,42.2101219872525,2.6,13,38.4,31.3,17.3
"Oklahoma","Bryan",34575,44486,3,67.4369464550645,3.1,14,32,31.2,22.8
"Oklahoma","Caddo",35239,29317,6,204.659412627486,3.6,14.5,39.9,29.4,16.3
"Oklahoma","Canadian",44878,129582,40,308.684848204226,2.8,7.7,29.5,36,26.8
"Oklahoma","Carter",43079,48821,1,20.482988877737,3.5,12.6,36.4,30.4,20.6
"Oklahoma","Cherokee",32290,48341,16,330.981982168346,4.2,14.8,31.4,28.7,25
"Oklahoma","Choctaw",31885,15161,2,131.917419695271,5,18.6,39.4,29.7,12.3
"Oklahoma","Cleveland",45094,269908,203,752.108125731731,2.9,8,25.6,33.9,32.5
"Oklahoma","Comanche",41497,125033,42,335.911319411675,3.9,10.4,32.1,35,22.5
"Oklahoma","Cotton",41766,6150,4,650.406504065041,3.1,14.2,43.4,29.3,13.2
"Oklahoma","Craig",35718,14582,4,274.310794129749,3.5,13.4,40.1,31.7,14.8
"Oklahoma","Creek",40791,70632,47,665.420772454412,3.8,13.2,40.5,29.9,16.3
"Oklahoma","Custer",41652,29500,5,169.491525423729,2.4,14.1,30.6,29.7,25.5
"Oklahoma","Delaware",31188,41446,13,313.661149447474,3.9,16.1,35.6,30.7,17.6
"Oklahoma","Dewey",44529,4914,1,203.500203500203,1.9,7.2,39.4,28.8,24.5
"Oklahoma","Garfield",44465,63091,5,79.250606267138,3,11.8,36.8,29,22.4
"Oklahoma","Garvin",38135,27561,12,435.397844780668,3.3,14.3,45.1,26,14.5
"Oklahoma","Grady",39675,53854,9,167.118505589186,3.1,10.8,39.8,29.7,19.7
"Oklahoma","Grant",45182,4501,1,222.172850477672,2.1,9.9,34.7,32.3,23.1
"Oklahoma","Greer",26344,6151,31,5039.83092180133,4,15.8,36.6,34.1,13.5
"Oklahoma","Jackson",38527,25998,6,230.786983614124,3,17.2,27.6,34.3,20.9
"Oklahoma","Jefferson",32083,6292,1,158.931977113795,3.4,17.1,39.4,29.6,13.9
"Oklahoma","Kay",40881,45478,33,725.625577202164,4.7,13.4,32.7,34.8,19.1
"Oklahoma","Kingfisher",49257,15532,3,193.149626577389,2.1,13,35.4,28,23.6
"Oklahoma","Kiowa",32546,9336,1,107.112253641817,4.2,16.3,36.3,30,17.4
"Oklahoma","Latimer",32707,10693,4,374.076498643973,6,12.2,36.2,34.3,17.2
"Oklahoma","Le Flore",32677,49761,1,20.0960591627982,4.6,17.5,40.3,27.2,15.1
"Oklahoma","Lincoln",35653,34619,10,288.858719200439,3.5,13.7,39.2,32,15.1
"Oklahoma","Logan",43169,45276,6,132.520540683806,3,9.8,32.1,30.5,27.6
"Oklahoma","Love",37547,9773,2,204.645451754835,2.1,15.8,42.8,26.9,14.5
"Oklahoma","Major",43762,7750,1,129.032258064516,2.1,11.7,40.4,28.5,19.4
"Oklahoma","Marshall",32681,16182,1,61.7970584600173,3.8,19.2,35.4,29.7,15.7
"Oklahoma","Mayes",35197,40816,12,294.002352018816,3.4,13.4,39.1,33,14.6
"Oklahoma","McClain",45143,37313,16,428.8049741377,2.8,10.1,33.3,32.4,24.2
"Oklahoma","McCurtain",31648,33050,2,60.5143721633888,5.5,16.9,43.5,26.3,13.2
"Oklahoma","McIntosh",33267,20088,2,99.5619275189168,5.9,14.2,42.2,29.4,14.2
"Oklahoma","Muskogee",36759,69966,21,300.145785095618,4,14.9,36.2,29.3,19.5
"Oklahoma","Noble",41401,11494,6,522.011484252654,2.6,10.2,39.9,28.8,21.1
"Oklahoma","Nowata",36165,10524,10,950.209045990118,4.2,11,45.4,32.9,10.7
"Oklahoma","Oklahoma",52168,766215,303,395.450363148725,3.4,12.2,31.3,31.3,25.2
"Oklahoma","Oklahoma",52168,766215,303,395.450363148725,3.4,12.8,25.3,30.1,31.8
"Oklahoma","Oklahoma",52168,766215,303,395.450363148725,3.3,12.2,31.3,31.3,25.2
"Oklahoma","Oklahoma",52168,766215,303,395.450363148725,3.3,12.8,25.3,30.1,31.8
"Oklahoma","Okmulgee",33971,39095,11,281.365903568231,4.9,14,35.7,36.2,14.1
"Oklahoma","Osage",34971,47981,34,708.613826306246,4.3,12.3,38.6,31.5,17.6
"Oklahoma","Ottawa",35746,32105,14,436.069148107771,3.5,15.1,37.3,33.6,14.1
"Oklahoma","Pawnee",35836,16401,23,1402.35351502957,4.1,11.7,43.7,28.5,16.1
"Oklahoma","Payne",37159,80264,24,299.013256254361,2.9,8.2,26.9,28,36.9
"Oklahoma","Pittsburg",38551,44626,7,156.859230045265,3.9,13.1,38.5,32.9,15.5
"Oklahoma","Pontotoc",43148,38005,9,236.810945928167,3.1,11.3,33.3,27.3,28.1
"Oklahoma","Pottawatomie",37456,71811,19,264.583420367353,3.7,12.4,35.9,33.3,18.3
"Oklahoma","Rogers",45815,89815,17,189.277960251628,3.3,7.9,32.8,34.9,24.3
"Oklahoma","Seminole",34054,25421,3,118.012666692892,4.7,15.4,34.1,36.4,14.1
"Oklahoma","Sequoyah",33420,41358,10,241.791189129068,4.3,19.2,38.5,29,13.3
"Oklahoma","Stephens",41413,44493,11,247.229901332794,3.9,12.6,41.1,28.9,17.4
"Oklahoma","Texas",46597,21853,3,137.280922527799,2.8,26.8,26.1,24.9,22.3
"Oklahoma","Tillman",39961,7628,1,131.095962244363,3.7,22.5,33.6,26.2,17.7
"Oklahoma","Tulsa",62756,629598,273,433.610017820895,3.3,10.8,25.5,32.5,31.2
"Oklahoma","Wagoner",39550,75702,55,726.532984597501,3.3,9.6,32.9,34.2,23.3
"Oklahoma","Washington",64481,51937,43,827.926141286559,3.9,9.3,33.9,28.3,28.6
"Oklahoma","Woodward",43906,21529,1,46.4489758000836,2.8,11.9,40.7,27.6,19.8
"Oregon","Benton",47019,86316,21,243.292089531489,3.2,4.6,13.9,27.9,53.6
"Oregon","Clackamas",58608,394972,90,227.864253668614,3.8,6.7,21.3,35.2,36.8
"Oregon","Clatsop",45069,37474,4,106.74067353365,4.1,8.4,25.1,41.9,24.6
"Oregon","Columbia",44312,49459,8,161.750136476678,5.1,9.6,34.3,38.2,17.8
"Oregon","Crook",40945,20998,1,47.6235831983998,6,12.4,33,37.9,16.6
"Oregon","Curry",42657,22335,2,89.5455563017685,6.1,10.9,26.7,38.4,24
"Oregon","Deschutes",55143,170388,40,234.758316313355,4.2,6.5,22.3,37,34.2
"Oregon","Douglas",40408,106972,12,112.178887933291,5.4,10.9,32.4,39.5,17.2
"Oregon","Grant",41939,7180,1,139.275766016713,7.3,11.2,33.3,36.6,18.8
"Oregon","Hood River",56624,22885,2,87.3934891850557,3.3,18.9,21.2,28.3,31.6
"Oregon","Jackson",46603,210287,39,185.460822590079,4.8,10.4,26.3,36,27.4
"Oregon","Josephine",40977,83599,16,191.389849160875,5.5,9.8,30.9,42.1,17.2
"Oregon","Klamath",39891,65455,18,274.99809029104,6.4,12.6,30.1,37.9,19.4
"Oregon","Lane",45919,358337,29,80.9294044433034,4.5,8.6,23.5,38.3,29.6
"Oregon","Lincoln",44119,46406,4,86.1957505494979,4.9,9.4,27.5,39,24.1
"Oregon","Linn",42891,119356,44,368.645061831831,4.7,10.1,30,40.4,19.5
"Oregon","Malheur",30992,30359,2,65.8783227379031,4.6,19.1,30.3,36.7,13.8
"Oregon","Marion",43042,326110,209,640.888043911564,4.3,14.7,27.7,34.8,22.8
"Oregon","Morrow",39095,11187,2,178.778939840887,4.3,24.7,32.5,31.9,10.9
"Oregon","Multnomah",57850,776712,243,312.857275283503,3.7,8.7,17.3,29.5,44.5
"Oregon","Polk",41379,77916,26,333.692694696853,4.4,9.6,24,36.3,30.1
"Oregon","Sherman",52296,1710,1,584.795321637427,4.1,8.6,33,38.9,19.5
"Oregon","Tillamook",44492,25342,3,118.380554020993,4.4,9.7,31.5,37.8,21
"Oregon","Umatilla",39684,76705,8,104.295678247833,4.9,17.8,28.5,37.4,16.2
"Oregon","Union",40547,25691,3,116.772410571796,5.4,7.7,32.7,34.9,24.8
"Oregon","Wallowa",45099,6820,1,146.627565982405,6.1,7.5,30.1,37.7,24.7
"Oregon","Wasco",43658,25515,7,274.348422496571,4.3,14.2,28.5,36.8,20.5
"Oregon","Washington",60971,562998,271,481.351621142526,3.5,8.4,17.5,30.4,43.7
"Oregon","Yamhill",45478,101758,25,245.680929263547,3.8,11.7,25.6,36.2,26.5
"Pennsylvania","Adams",49173,101714,28,275.281672139528,3.3,11.4,40.5,25.7,22.4
"Pennsylvania","Allegheny",62958,1231255,689,559.591636176097,4,5.7,27.8,25.8,40.7
"Pennsylvania","Armstrong",45510,67785,18,265.545474662536,5,10.5,48,25.2,16.2
"Pennsylvania","Beaver",48763,169392,116,684.802115802399,4.5,6.9,38.2,31.2,23.7
"Pennsylvania","Bedford",42889,48946,4,81.7227148285866,4.5,12.5,51.2,22,14.2
"Pennsylvania","Berks",49945,413691,369,891.970093620601,4.2,13.5,37.2,24.7,24.5
"Pennsylvania","Blair",46743,125955,6,47.6360604977968,4.2,9.1,45.4,24.7,20.8
"Pennsylvania","Bradford",41331,61784,14,226.595882429108,4.4,11.1,46.7,24.3,17.8
"Pennsylvania","Bucks",73447,626685,713,1137.73267271436,3.7,6.1,28.8,24.6,40.5
"Pennsylvania","Butler",58927,185943,107,575.445163302732,3.9,5.4,33.2,26,35.4
"Pennsylvania","Cambria",43420,137732,7,50.8233380768449,5.2,8.7,44.9,25,21.4
"Pennsylvania","Cameron",48651,4805,1,208.116545265349,5,9,47.4,27.7,15.9
"Pennsylvania","Carbon",50322,64441,67,1039.71074316041,5.1,10.4,45.5,27.4,16.8
"Pennsylvania","Centre",46193,158742,55,346.474153028184,3.2,5.7,30,19.6,44.7
"Pennsylvania","Chester",82846,512784,335,653.296514711848,3.2,6.7,21.4,20,51.8
"Pennsylvania","Clarion",41732,38821,9,231.833286108034,4.7,10.4,45,21.9,22.7
"Pennsylvania","Clearfield",44421,81191,7,86.2164525624761,5,13.1,49.1,23.5,14.3
"Pennsylvania","Clinton",39716,39745,3,75.4811926028431,5.3,11.3,45.5,24.3,19
"Pennsylvania","Columbia",42211,67122,42,625.726289443103,4.8,10,43.4,24.1,22.5
"Pennsylvania","Crawford",40969,87175,8,91.7694293088615,4.7,10.7,46.3,22.2,20.8
"Pennsylvania","Cumberland",55141,243762,77,315.881884789262,3.3,7.7,32.9,23.6,35.8
"Pennsylvania","Dauphin",51100,271453,155,571.001241467215,4,10.3,33.6,25.6,30.5
"Pennsylvania","Delaware",66617,562960,898,1595.13997442092,4,7.2,30.5,24,38.3
"Pennsylvania","Elk",48886,31194,2,64.1148938898506,3.9,7.7,48.5,25.2,18.6
"Pennsylvania","Erie",44903,278443,29,104.15058019056,4.7,8.7,39,24.6,27.7
"Pennsylvania","Fayette",42649,134086,32,238.652804916248,5.8,11.4,49.2,23.2,16.2
"Pennsylvania","Forest",22787,7518,5,665.070497472732,6.2,17.6,55.6,19.4,7.4
"Pennsylvania","Franklin",46403,152892,39,255.082018679852,3.7,12.6,42.7,23.7,21
"Pennsylvania","Fulton",45522,14632,1,68.3433570256971,3.9,12.7,52.2,21.7,13.4
"Pennsylvania","Greene",44751,37843,15,396.374494622519,4.9,12.6,46.4,22.8,18.2
"Pennsylvania","Huntingdon",38558,45750,5,109.289617486339,5.3,10.9,49.2,23,16.9
"Pennsylvania","Indiana",39923,87706,21,239.436298542859,4.9,10.3,43.7,23.3,22.6
"Pennsylvania","Jefferson",44136,44638,1,22.4024373851875,4.6,10.3,50.1,23.2,16.4
"Pennsylvania","Juniata",45277,24796,14,564.607194708824,4,17,49.5,19.4,14.2
"Pennsylvania","Lackawanna",47730,212719,235,1104.7438169604,4.6,9.1,36.8,26.4,27.7
"Pennsylvania","Lancaster",52664,533320,490,918.772969324233,3.4,15.1,35.8,22.1,26.9
"Pennsylvania","Lawrence",43929,88771,29,326.683263678454,5.1,9.8,43.4,25.4,21.4
"Pennsylvania","Lebanon",48352,136359,145,1063.36948789592,3.8,13,44.2,22.5,20.3
"Pennsylvania","Lehigh",53614,357823,1146,3202.70077664096,4.6,11.4,32.9,26.2,29.4
"Pennsylvania","Luzerne",45219,318829,982,3080.02095167002,5.4,10.7,38.9,27.3,23.2
"Pennsylvania","Lycoming",43823,116508,12,102.997219075085,4.8,10.2,39.1,27.9,22.8
"Pennsylvania","Mercer",43024,114884,26,226.315239720065,4.7,10.2,43.5,23.8,22.6
"Pennsylvania","Mifflin",39738,46552,6,128.888125107407,4.7,14.8,51.8,20.9,12.5
"Pennsylvania","Monroe",42722,166314,610,3667.76098223842,5.4,10.6,35.4,29.5,24.4
"Pennsylvania","Montgomery",80606,816857,1359,1663.69389011785,3.4,5.8,23.8,21.7,48.7
"Pennsylvania","Montour",57426,18641,37,1984.87205622016,3.5,9.3,40.9,17,32.8
"Pennsylvania","Northampton",54859,300654,774,2574.38783452074,4.4,9.4,34.8,26.6,29.2
"Pennsylvania","Northumberland",41712,93944,22,234.182065911607,5.2,12.9,50,21.1,16
"Pennsylvania","Perry",44693,45634,9,197.221370031117,3.7,12.5,46.5,24.6,16.4
"Pennsylvania","Pike",47864,56191,136,2420.31642077913,5.4,7.1,34,31,28
"Pennsylvania","Potter",42819,17206,3,174.357782169011,5.3,11.9,47.5,25.2,15.5
"Pennsylvania","Schuylkill",42862,145797,119,816.203351234936,5.2,11.4,46.6,25.8,16.2
"Pennsylvania","Snyder",42449,40323,9,223.197678744141,3.9,14.4,46.2,21.1,18.4
"Pennsylvania","Somerset",42179,76218,7,91.8418221417513,5.1,11.9,50.1,22.4,15.5
"Pennsylvania","Sullivan",46097,6339,1,157.753588894147,5,10.3,48.5,23.9,17.3
"Pennsylvania","Susquehanna",45336,41920,11,262.404580152672,4,10.8,45.5,25.8,17.8
"Pennsylvania","Tioga",41039,42274,10,236.552017788712,5.2,10.2,45.4,25.4,19.1
"Pennsylvania","Union",41246,44874,7,155.99233409101,3.7,13.6,38.8,22,25.5
"Pennsylvania","Venango",42223,53529,5,93.4073119243774,4.9,10.2,48.4,23.7,17.6
"Pennsylvania","Warren",42875,40703,1,24.5682136451859,4.5,7.4,46.1,27.2,19.3
"Pennsylvania","Washington",59568,208187,57,273.792311719752,4.3,7.1,38.2,25.1,29.5
"Pennsylvania","Wayne",43996,51401,40,778.194976751425,4.7,10.2,43.8,25.7,20.4
"Pennsylvania","Westmoreland",52200,359320,177,492.597127908271,4.4,6,37.5,28,28.5
"Pennsylvania","Wyoming",45285,28131,5,177.73985994099,4.5,7.1,47.4,25.9,19.6
"Pennsylvania","York",50113,440755,218,494.605846785629,3.9,10.6,40.2,25,24.2
"Rhode Island","Bristol",78805,49060,27,550.346514472075,3.5,9.9,19.9,23.1,47.1
"Rhode Island","Kent",59665,165128,105,635.870355118454,3.7,8.4,28.4,31,32.1
"Rhode Island","Newport",68679,82358,52,631.389786055999,3.5,6.4,21.7,24,47.9
"Rhode Island","Providence",48137,631974,622,984.217705158757,4.4,15.2,30.9,25.9,28.1
"Rhode Island","Washington",64158,126653,70,552.69121142018,3.6,5.9,22.7,26.5,45
"South Carolina","Abbeville",34108,24965,5,200.280392549569,4,19.8,34.6,29.6,15.9
"South Carolina","Aiken",42511,164753,28,169.951381765431,3.3,12.7,32.2,28.7,26.4
"South Carolina","Allendale",33237,9695,2,206.291903042806,5.8,22.3,44,24.4,9.4
"South Carolina","Anderson",39710,192810,75,388.983973860277,3.3,15.5,31.3,31.8,21.4
"South Carolina","Bamberg",32858,15182,6,395.204847846134,6.5,17.7,33.2,30.4,18.7
"South Carolina","Barnwell",33363,21959,3,136.618243089394,4.8,18.9,35.7,33.9,11.5
"South Carolina","Beaufort",56711,175852,169,961.035416145395,3.2,7.1,22.9,29.6,40.3
"South Carolina","Berkeley",40415,198205,55,277.490477031356,3,11.2,29.7,35.3,23.8
"South Carolina","Calhoun",38451,14878,5,336.066675628445,4.2,14.3,37.2,29.3,19.2
"South Carolina","Charleston",61477,381015,305,800.493418894269,2.8,8.5,22.7,26,42.8
"South Carolina","Cherokee",33197,56024,4,71.3979722975867,3.6,20.4,36.6,29.2,13.8
"South Carolina","Chester",34014,32337,15,463.864922534558,4.8,17.8,41.2,27.2,13.7
"South Carolina","Chesterfield",31012,46125,16,346.883468834688,3.3,23.9,40.4,25.6,10.1
"South Carolina","Clarendon",33197,34113,68,1993.37495969279,4.7,20.2,37.3,27,15.5
"South Carolina","Colleton",35697,37771,10,264.753382224458,4,13.3,44.1,27.3,15.2
"South Carolina","Darlington",37475,67799,29,427.734922343987,4.1,17.9,35.4,29.5,17.2
"South Carolina","Dillon",27718,31127,1,32.126449706043,4.8,25.1,38.4,25.4,11.1
"South Carolina","Dorchester",38892,148469,51,343.506051768383,3,9.9,27.7,34.5,27.9
"South Carolina","Edgefield",36436,26553,6,225.963168003615,3.5,17.6,37.1,27.5,17.8
"South Carolina","Fairfield",36758,22976,17,739.902506963788,6.2,17.5,39.3,26.2,17
"South Carolina","Florence",41833,139231,45,323.203884192457,3.7,15.4,33.1,28.5,23.1
"South Carolina","Georgetown",47071,60773,22,362.002863113554,4.5,12.9,29,30.9,27.2
"South Carolina","Greenville",48644,482752,214,443.291793716028,2.9,12.2,24.7,28.9,34.2
"South Carolina","Greenwood",37424,69520,12,172.612197928654,3.6,16.3,30.8,29.4,23.5
"South Carolina","Hampton",32473,20405,4,196.03038470963,3.5,17.6,46.9,24,11.4
"South Carolina","Horry",37091,298832,91,304.518927022541,4.2,10.2,32.8,33.5,23.6
"South Carolina","Jasper",29242,27170,12,441.663599558336,3,18.5,38.3,26.2,16.9
"South Carolina","Kershaw",41227,63161,159,2517.37622900207,3.5,13.5,36.9,29.8,19.9
